Axial Force,Moment X,Moment Y,N.A. Depth,N.A. Angle,D_t,eps_s
873.714111,61.829525,204.469910,15.409849,80.000000,17.096689,0.000383
873.714111,-0.000003,210.329941,13.293393,90.000000,13.559000,0.000070
873.714111,-61.829525,204.469864,15.409850,100.000000,17.096689,0.000383
873.714111,-129.347336,180.096237,17.271235,110.000000,20.114902,0.000576
873.714111,-177.648575,152.219925,18.934242,120.000000,22.521938,0.000663
873.714111,-212.959518,126.173958,20.286352,130.000000,24.244654,0.000683
873.714111,-241.446335,98.534729,21.261494,140.000000,25.230709,0.000653
873.714111,-266.878723,70.153435,21.750978,150.000000,25.450142,0.000595
873.714111,-281.233765,45.123779,21.674446,160.000000,24.896286,0.000520
873.714111,-292.745209,21.219435,20.928402,170.000000,23.585970,0.000444
873.714111,-297.608063,-0.000038,19.605549,180.000000,21.559002,0.000349
873.714111,-292.745209,-21.219425,20.928400,190.000000,23.585968,0.000444
873.714111,-281.233795,-45.123760,21.674444,200.000000,24.896286,0.000520
873.714111,-266.878754,-70.153419,21.750978,210.000000,25.450142,0.000595
873.714111,-241.446426,-98.534691,21.261496,220.000000,25.230711,0.000653
873.714111,-212.959579,-126.173981,20.286352,230.000000,24.244656,0.000683
873.714111,-177.648636,-152.219910,18.934244,240.000000,22.521940,0.000663
873.714111,-129.347336,-180.096237,17.271236,250.000000,20.114906,0.000576
873.714111,-61.829575,-204.469925,15.409850,260.000000,17.096691,0.000383
873.714111,-0.000069,-210.329941,13.293396,270.000000,13.559004,0.000070
873.714111,61.829639,-204.469910,15.409853,280.000000,17.096697,0.000383
873.714111,129.347397,-180.096176,17.271240,290.000000,20.114910,0.000576
873.714111,177.648636,-152.219849,18.934244,300.000000,22.521940,0.000663
873.714111,212.959595,-126.173927,20.286356,310.000000,24.244658,0.000683
873.714111,241.446365,-98.534660,21.261497,320.000000,25.230709,0.000653
873.714111,266.878693,-70.153374,21.750980,330.000000,25.450142,0.000595
873.714111,281.233856,-45.123718,21.674444,340.000000,24.896284,0.000520
873.714111,292.745270,-21.219397,20.928398,350.000000,23.585966,0.000444
846.410583,310.202850,0.000025,19.124670,0.000000,21.559002,0.000446
846.410583,304.823334,21.737127,20.446617,10.000000,23.585966,0.000537
846.410583,293.223907,45.945843,21.200542,20.000000,24.896286,0.000610
846.410583,278.230255,71.435722,21.308195,30.000000,25.450142,0.000680
846.410583,252.364517,100.670288,20.842066,40.000000,25.230709,0.000737
846.410583,222.050797,130.291061,19.874313,50.000000,24.244654,0.000770
846.410583,184.692917,157.884293,18.525541,60.000000,22.521938,0.000755
846.410583,132.024841,187.868149,16.931004,70.000000,20.114902,0.000658
846.410583,63.801102,213.669174,15.041916,80.000000,17.096689,0.000478
846.410583,-0.000003,219.879532,12.965595,90.000000,13.559000,0.000160
846.410583,-63.801041,213.669144,15.041917,100.000000,17.096689,0.000478
846.410583,-132.024887,187.868103,16.931004,110.000000,20.114902,0.000658
846.410583,-184.692917,157.884308,18.525541,120.000000,22.521938,0.000755
846.410583,-222.050797,130.291016,19.874315,130.000000,24.244654,0.000770
846.410583,-252.364426,100.670341,20.842066,140.000000,25.230709,0.000737
846.410583,-278.230255,71.435760,21.308195,150.000000,25.450142,0.000680
846.410583,-293.223907,45.945850,21.200544,160.000000,24.896286,0.000610
846.410583,-304.823364,21.737198,20.446619,170.000000,23.585970,0.000537
846.410583,-310.202911,-0.000035,19.124668,180.000000,21.559002,0.000446
846.410583,-304.823334,-21.737135,20.446619,190.000000,23.585968,0.000537
846.410583,-293.223907,-45.945820,21.200542,200.000000,24.896286,0.000610
846.410583,-278.230316,-71.435722,21.308195,210.000000,25.450142,0.000680
846.410583,-252.364441,-100.670311,20.842068,220.000000,25.230711,0.000737
846.410583,-222.050827,-130.291031,19.874313,230.000000,24.244656,0.000770
846.410583,-184.692947,-157.884262,18.525543,240.000000,22.521940,0.000755
846.410583,-132.024872,-187.868088,16.931005,250.000000,20.114906,0.000658
846.410583,-63.801136,-213.669113,15.041919,260.000000,17.096691,0.000478
846.410583,-0.000064,-219.879578,12.965597,270.000000,13.559004,0.000160
846.410583,63.801193,-213.669189,15.041920,280.000000,17.096697,0.000478
846.410583,132.024979,-187.868027,16.931007,290.000000,20.114910,0.000658
846.410583,184.692993,-157.884247,18.525541,300.000000,22.521940,0.000755
846.410583,222.050888,-130.291000,19.874317,310.000000,24.244658,0.000770
846.410583,252.364517,-100.670258,20.842066,320.000000,25.230709,0.000737
846.410583,278.230316,-71.435707,21.308195,330.000000,25.450142,0.000680
846.410583,293.223907,-45.945816,21.200542,340.000000,24.896284,0.000610
846.410583,304.823395,-21.737108,20.446615,350.000000,23.585966,0.000537
819.106995,322.311249,0.000025,18.654301,0.000000,21.559002,0.000545
819.106995,316.276520,22.316299,19.976521,10.000000,23.585966,0.000632
819.106995,304.623810,46.787807,20.736187,20.000000,24.896286,0.000702
819.106995,289.292023,72.068710,20.848866,30.000000,25.450142,0.000772
819.106995,262.978638,102.433372,20.437902,40.000000,25.230709,0.000821
819.106995,230.797379,134.114639,19.477224,50.000000,24.244654,0.000857
819.106995,190.648758,163.682404,18.155203,60.000000,22.521938,0.000842
819.106995,134.152298,195.397720,16.603704,70.000000,20.114902,0.000740
819.106995,64.922340,222.173355,14.709276,80.000000,17.096689,0.000568
819.106995,-0.000003,229.118530,12.644522,90.000000,13.559000,0.000253
819.106995,-64.922318,222.173279,14.709277,100.000000,17.096689,0.000568
819.106995,-134.152344,195.397705,16.603704,110.000000,20.114902,0.000740
819.106995,-190.648788,163.682388,18.155203,120.000000,22.521938,0.000842
819.106995,-230.797348,134.114578,19.477226,130.000000,24.244654,0.000857
819.106995,-262.978607,102.433434,20.437901,140.000000,25.230709,0.000821
819.106995,-289.292023,72.068741,20.848866,150.000000,25.450142,0.000772
819.106995,-304.623779,46.787861,20.736189,160.000000,24.896286,0.000702
819.106995,-316.276459,22.316320,19.976524,170.000000,23.585970,0.000632
819.106995,-322.311249,-0.000038,18.654301,180.000000,21.559002,0.000545
819.106995,-316.276520,-22.316309,19.976522,190.000000,23.585968,0.000632
819.106995,-304.623749,-46.787800,20.736189,200.000000,24.896286,0.000702
819.106995,-289.291992,-72.068733,20.848867,210.000000,25.450142,0.000772
819.106995,-262.978668,-102.433411,20.437902,220.000000,25.230711,0.000821
819.106995,-230.797409,-134.114609,19.477224,230.000000,24.244656,0.000857
819.106995,-190.648804,-163.682388,18.155205,240.000000,22.521940,0.000842
819.106995,-134.152359,-195.397720,16.603704,250.000000,20.114906,0.000740
819.106995,-64.922417,-222.173279,14.709278,260.000000,17.096691,0.000568
819.106995,-0.000074,-229.118530,12.644524,270.000000,13.559004,0.000253
819.106995,64.922462,-222.173294,14.709280,280.000000,17.096697,0.000568
819.106995,134.152435,-195.397705,16.603706,290.000000,20.114910,0.000740
819.106995,190.648819,-163.682327,18.155205,300.000000,22.521940,0.000842
819.106995,230.797470,-134.114594,19.477226,310.000000,24.244658,0.000857
819.106995,262.978638,-102.433350,20.437902,320.000000,25.230709,0.000821
819.106995,289.292053,-72.068703,20.848866,330.000000,25.450142,0.000772
819.106995,304.623810,-46.787777,20.736187,340.000000,24.896284,0.000702
819.106995,316.276581,-22.316278,19.976521,350.000000,23.585966,0.000632
791.803406,333.951477,0.000027,18.195158,0.000000,21.559002,0.000647
791.803406,327.079559,23.700165,19.489830,10.000000,23.585966,0.000736
791.803406,315.483978,47.651089,20.280733,20.000000,24.896286,0.000797
791.803406,299.401245,73.413368,20.422325,30.000000,25.450142,0.000862
791.803406,272.421539,104.846184,20.022482,40.000000,25.230709,0.000910
791.803406,239.187851,137.646347,19.094942,50.000000,24.244654,0.000944
791.803406,196.200623,169.250504,17.797791,60.000000,22.521938,0.000929
791.803406,135.879395,202.645752,16.245815,70.000000,20.114902,0.000834
791.803406,66.082344,230.316055,14.382845,80.000000,17.096689,0.000660
791.803406,-0.000003,238.036011,12.331443,90.000000,13.559000,0.000348
791.803406,-66.082298,230.316040,14.382846,100.000000,17.096689,0.000660
791.803406,-135.879440,202.645798,16.245813,110.000000,20.114902,0.000834
791.803406,-196.200638,169.250519,17.797791,120.000000,22.521938,0.000929
791.803406,-239.187805,137.646317,19.094942,130.000000,24.244654,0.000944
791.803406,-272.421417,104.846222,20.022482,140.000000,25.230709,0.000910
791.803406,-299.401276,73.413399,20.422325,150.000000,25.450142,0.000862
791.803406,-315.484039,47.651112,20.280733,160.000000,24.896286,0.000797
791.803406,-327.079620,23.700188,19.489830,170.000000,23.585970,0.000736
791.803406,-333.951416,-0.000015,18.195160,180.000000,21.559002,0.000647
791.803406,-327.079620,-23.700157,19.489830,190.000000,23.585968,0.000736
791.803406,-315.483978,-47.651066,20.280733,200.000000,24.896286,0.000797
791.803406,-299.401215,-73.413338,20.422327,210.000000,25.450142,0.000862
791.803406,-272.421448,-104.846153,20.022486,220.000000,25.230711,0.000910
791.803406,-239.187820,-137.646301,19.094942,230.000000,24.244656,0.000944
791.803406,-196.200623,-169.250473,17.797792,240.000000,22.521940,0.000929
791.803406,-135.879486,-202.645798,16.245813,250.000000,20.114906,0.000834
791.803406,-66.082390,-230.315994,14.382847,260.000000,17.096691,0.000660
791.803406,-0.000089,-238.035965,12.331445,270.000000,13.559004,0.000348
791.803406,66.082443,-230.316055,14.382848,280.000000,17.096697,0.000660
791.803406,135.879532,-202.645752,16.245817,290.000000,20.114910,0.000834
791.803406,196.200729,-169.250473,17.797791,300.000000,22.521940,0.000929
791.803406,239.187866,-137.646240,19.094946,310.000000,24.244658,0.000944
791.803406,272.421539,-104.846138,20.022482,320.000000,25.230709,0.000910
791.803406,299.401245,-73.413322,20.422325,330.000000,25.450142,0.000862
791.803406,315.484070,-47.651066,20.280731,340.000000,24.896284,0.000797
791.803406,327.079681,-23.700129,19.489828,350.000000,23.585966,0.000736
764.499817,345.157623,0.000017,17.747295,0.000000,21.559002,0.000752
764.499817,337.529083,24.308731,19.041033,10.000000,23.585966,0.000835
764.499817,325.821869,48.534580,19.834871,20.000000,24.896286,0.000893
764.499817,308.925568,74.784416,20.005013,30.000000,25.450142,0.000953
764.499817,281.935577,106.446320,19.636955,40.000000,25.230709,0.000997
764.499817,247.782364,140.312576,18.706789,50.000000,24.244654,0.001036
764.499817,201.324203,174.531204,17.454134,60.000000,22.521938,0.001016
764.499817,137.933121,209.374283,15.931845,70.000000,20.114902,0.000919
764.499817,67.271065,238.115982,14.063032,80.000000,17.096689,0.000755
764.499817,-0.000003,246.658157,12.026325,90.000000,13.559000,0.000446
764.499817,-67.271049,238.115982,14.063031,100.000000,17.096689,0.000755
764.499817,-137.933151,209.374313,15.931844,110.000000,20.114902,0.000919
764.499817,-201.324173,174.531235,17.454134,120.000000,22.521938,0.001016
764.499817,-247.782364,140.312546,18.706789,130.000000,24.244654,0.001036
764.499817,-281.935577,106.446373,19.636953,140.000000,25.230709,0.000997
764.499817,-308.925507,74.784431,20.005014,150.000000,25.450142,0.000953
764.499817,-325.821838,48.534595,19.834873,160.000000,24.896286,0.000893
764.499817,-337.528992,24.308756,19.041037,170.000000,23.585970,0.000835
764.499817,-345.157684,-0.000013,17.747293,180.000000,21.559002,0.000752
764.499817,-337.529144,-24.308729,19.041033,190.000000,23.585968,0.000835
764.499817,-325.821808,-48.534550,19.834871,200.000000,24.896286,0.000893
764.499817,-308.925537,-74.784401,20.005014,210.000000,25.450142,0.000953
764.499817,-281.935547,-106.446327,19.636957,220.000000,25.230711,0.000997
764.499817,-247.782410,-140.312546,18.706789,230.000000,24.244656,0.001036
764.499817,-201.324280,-174.531204,17.454136,240.000000,22.521940,0.001016
764.499817,-137.933197,-209.374329,15.931844,250.000000,20.114906,0.000919
764.499817,-67.271111,-238.115891,14.063034,260.000000,17.096691,0.000755
764.499817,-0.000073,-246.658188,12.026328,270.000000,13.559004,0.000446
764.499817,67.271187,-238.115921,14.063036,280.000000,17.096697,0.000755
764.499817,137.933243,-209.374283,15.931847,290.000000,20.114910,0.000919
764.499817,201.324326,-174.531128,17.454136,300.000000,22.521940,0.001016
764.499817,247.782455,-140.312485,18.706791,310.000000,24.244658,0.001036
764.499817,281.935638,-106.446281,19.636955,320.000000,25.230709,0.000997
764.499817,308.925568,-74.784370,20.005013,330.000000,25.450142,0.000953
764.499817,325.821869,-48.534557,19.834871,340.000000,24.896284,0.000893
764.499817,337.529114,-24.308699,19.041033,350.000000,23.585966,0.000835
737.196289,355.964081,0.000019,17.310711,0.000000,21.559002,0.000859
737.196289,347.526154,24.930628,18.603279,10.000000,23.585966,0.000937
737.196289,335.780731,49.547993,19.347002,20.000000,24.896286,0.001004
737.196289,317.941071,76.188354,19.594994,30.000000,25.450142,0.001046
737.196289,290.865570,108.081123,19.258114,40.000000,25.230709,0.001085
737.196289,254.931046,143.233536,18.357920,50.000000,24.244654,0.001122
737.196289,205.922318,179.304260,17.127594,60.000000,22.521938,0.001102
737.196289,140.030807,215.724228,15.623441,70.000000,20.114902,0.001006
737.196289,68.488579,245.595505,13.749880,80.000000,17.096689,0.000852
737.196289,-0.000003,255.037216,11.728171,90.000000,13.559000,0.000546
737.196289,-68.488579,245.595459,13.749880,100.000000,17.096689,0.000852
737.196289,-140.030823,215.724228,15.623441,110.000000,20.114902,0.001006
737.196289,-205.922302,179.304260,17.127594,120.000000,22.521938,0.001102
737.196289,-254.931030,143.233475,18.357922,130.000000,24.244654,0.001122
737.196289,-290.865570,108.081177,19.258112,140.000000,25.230709,0.001085
737.196289,-317.941071,76.188393,19.594995,150.000000,25.450142,0.001046
737.196289,-335.780670,49.547993,19.347004,160.000000,24.896286,0.001004
737.196289,-347.526154,24.930649,18.603281,170.000000,23.585970,0.000937
737.196289,-355.964081,-0.000018,17.310711,180.000000,21.559002,0.000859
737.196289,-347.526215,-24.930601,18.603279,190.000000,23.585968,0.000937
737.196289,-335.780701,-49.547989,19.347002,200.000000,24.896286,0.001004
737.196289,-317.941071,-76.188362,19.594995,210.000000,25.450142,0.001046
737.196289,-290.865631,-108.081123,19.258114,220.000000,25.230711,0.001085
737.196289,-254.931046,-143.233459,18.357922,230.000000,24.244656,0.001122
737.196289,-205.922318,-179.304199,17.127598,240.000000,22.521940,0.001102
737.196289,-140.030884,-215.724243,15.623442,250.000000,20.114906,0.001006
737.196289,-68.488655,-245.595444,13.749882,260.000000,17.096691,0.000852
737.196289,-0.000069,-255.037109,11.728175,270.000000,13.559004,0.000546
737.196289,68.488762,-245.595474,13.749884,280.000000,17.096697,0.000852
737.196289,140.030930,-215.724136,15.623445,290.000000,20.114910,0.001006
737.196289,205.922379,-179.304153,17.127598,300.000000,22.521940,0.001102
737.196289,254.931137,-143.233414,18.357924,310.000000,24.244658,0.001122
737.196289,290.865631,-108.081108,19.258114,320.000000,25.230709,0.001085
737.196289,317.941010,-76.188316,19.594995,330.000000,25.450142,0.001046
737.196289,335.780792,-49.547955,19.347000,340.000000,24.896284,0.001004
737.196289,347.526276,-24.930563,18.603277,350.000000,23.585966,0.000937
709.892700,366.397308,0.000024,16.885660,0.000000,21.559002,0.000969
709.892700,357.139862,25.568138,18.174931,10.000000,23.585966,0.001042
709.892700,345.124146,50.474873,18.921328,20.000000,24.896286,0.001105
709.892700,326.459564,77.622780,19.193081,30.000000,25.450142,0.001141
709.892700,299.238312,109.750237,18.886116,40.000000,25.230709,0.001176
709.892700,261.787079,145.914902,18.019846,50.000000,24.244654,0.001209
709.892700,210.180771,183.884323,16.810719,60.000000,22.521938,0.001189
709.892700,142.173096,221.716782,15.320562,70.000000,20.114902,0.001095
709.892700,69.735031,252.776688,13.443417,80.000000,17.096689,0.000951
709.892700,-0.000003,263.179596,11.437554,90.000000,13.559000,0.000649
709.892700,-69.735039,252.776657,13.443417,100.000000,17.096689,0.000951
709.892700,-142.173126,221.716782,15.320562,110.000000,20.114902,0.001095
709.892700,-210.180771,183.884338,16.810719,120.000000,22.521938,0.001189
709.892700,-261.787018,145.914841,18.019848,130.000000,24.244654,0.001209
709.892700,-299.238220,109.750267,18.886116,140.000000,25.230709,0.001176
709.892700,-326.459595,77.622810,19.193081,150.000000,25.450142,0.001141
709.892700,-345.124146,50.474895,18.921328,160.000000,24.896286,0.001105
709.892700,-357.139893,25.568174,18.174931,170.000000,23.585970,0.001042
709.892700,-366.397339,-0.000017,16.885658,180.000000,21.559002,0.000969
709.892700,-357.139923,-25.568151,18.174931,190.000000,23.585968,0.001042
709.892700,-345.124115,-50.474865,18.921328,200.000000,24.896286,0.001105
709.892700,-326.459564,-77.622780,19.193083,210.000000,25.450142,0.001141
709.892700,-299.238251,-109.750206,18.886118,220.000000,25.230711,0.001176
709.892700,-261.787079,-145.914841,18.019848,230.000000,24.244656,0.001209
709.892700,-210.180801,-183.884323,16.810720,240.000000,22.521940,0.001189
709.892700,-142.173157,-221.716812,15.320562,250.000000,20.114906,0.001095
709.892700,-69.735107,-252.776657,13.443418,260.000000,17.096691,0.000951
709.892700,-0.000076,-263.179565,11.437556,270.000000,13.559004,0.000649
709.892700,69.735207,-252.776657,13.443419,280.000000,17.096697,0.000951
709.892700,142.173233,-221.716690,15.320566,290.000000,20.114910,0.001095
709.892700,210.180847,-183.884262,16.810720,300.000000,22.521940,0.001189
709.892700,261.787170,-145.914810,18.019850,310.000000,24.244658,0.001209
709.892700,299.238312,-109.750183,18.886118,320.000000,25.230709,0.001176
709.892700,326.459564,-77.622780,19.193083,330.000000,25.450142,0.001141
709.892700,345.124146,-50.474850,18.921328,340.000000,24.896284,0.001105
709.892700,357.139893,-25.568129,18.174929,350.000000,23.585966,0.001042
682.589111,376.503387,0.000024,16.471527,0.000000,21.559002,0.001081
682.589111,366.646362,25.503458,17.732908,10.000000,23.585966,0.001155
682.589111,354.049652,51.422485,18.505087,20.000000,24.896286,0.001209
682.589111,334.507233,79.087029,18.799467,30.000000,25.450142,0.001238
682.589111,307.088715,111.454948,18.520727,40.000000,25.230709,0.001268
682.589111,268.360443,148.366608,17.691946,50.000000,24.244654,0.001296
682.589111,215.100510,187.763123,16.486040,60.000000,22.521938,0.001281
682.589111,145.788513,226.940048,15.005865,70.000000,20.114902,0.001192
682.589111,71.242630,259.282928,13.150061,80.000000,17.096689,0.001050
682.589111,-0.000003,271.107086,11.154475,90.000000,13.559000,0.000754
682.589111,-71.242615,259.282837,13.150063,100.000000,17.096689,0.001050
682.589111,-145.788559,226.940018,15.005864,110.000000,20.114902,0.001192
682.589111,-215.100479,187.763138,16.486040,120.000000,22.521938,0.001281
682.589111,-268.360443,148.366577,17.691946,130.000000,24.244654,0.001296
682.589111,-307.088715,111.454994,18.520723,140.000000,25.230709,0.001268
682.589111,-334.507263,79.087074,18.799465,150.000000,25.450142,0.001238
682.589111,-354.049561,51.422497,18.505089,160.000000,24.896286,0.001209
682.589111,-366.646362,25.503517,17.732910,170.000000,23.585970,0.001155
682.589111,-376.503387,-0.000009,16.471527,180.000000,21.559002,0.001081
682.589111,-366.646332,-25.503469,17.732908,190.000000,23.585968,0.001155
682.589111,-354.049591,-51.422443,18.505087,200.000000,24.896286,0.001209
682.589111,-334.507294,-79.087036,18.799467,210.000000,25.450142,0.001238
682.589111,-307.088776,-111.454948,18.520727,220.000000,25.230711,0.001268
682.589111,-268.360443,-148.366547,17.691946,230.000000,24.244656,0.001296
682.589111,-215.100571,-187.763107,16.486040,240.000000,22.521940,0.001281
682.589111,-145.788589,-226.940048,15.005868,250.000000,20.114906,0.001192
682.589111,-71.242683,-259.282867,13.150063,260.000000,17.096691,0.001050
682.589111,-0.000089,-271.107086,11.154477,270.000000,13.559004,0.000754
682.589111,71.242790,-259.282806,13.150066,280.000000,17.096697,0.001050
682.589111,145.788651,-226.939987,15.005869,290.000000,20.114910,0.001192
682.589111,215.100586,-187.763077,16.486040,300.000000,22.521940,0.001281
682.589111,268.360504,-148.366470,17.691950,310.000000,24.244658,0.001296
682.589111,307.088715,-111.454918,18.520729,320.000000,25.230709,0.001268
682.589111,334.507233,-79.087006,18.799467,330.000000,25.450142,0.001238
682.589111,354.049652,-51.422451,18.505087,340.000000,24.896284,0.001209
682.589111,366.646393,-25.503458,17.732906,350.000000,23.585966,0.001155
655.285583,386.313324,0.000027,16.068241,0.000000,21.559002,0.001196
655.285583,375.514679,26.169716,17.326132,10.000000,23.585966,0.001265
655.285583,362.591339,52.391163,18.098083,20.000000,24.896286,0.001315
655.285583,342.119293,80.582222,18.413849,30.000000,25.450142,0.001337
655.285583,315.124603,112.544594,18.140980,40.000000,25.230709,0.001368
655.285583,273.733063,151.480362,17.354839,50.000000,24.244654,0.001389
655.285583,218.681351,191.946243,16.188873,60.000000,22.521938,0.001369
655.285583,148.028305,232.269531,14.713766,70.000000,20.114902,0.001285
655.285583,71.610405,265.865387,12.846519,80.000000,17.096689,0.001158
655.285583,-0.000003,278.840576,10.878920,90.000000,13.559000,0.000862
655.285583,-71.610413,265.865387,12.846519,100.000000,17.096689,0.001158
655.285583,-148.028336,232.269470,14.713767,110.000000,20.114902,0.001285
655.285583,-218.681335,191.946243,16.188873,120.000000,22.521938,0.001369
655.285583,-273.733063,151.480301,17.354841,130.000000,24.244654,0.001389
655.285583,-315.124573,112.544640,18.140978,140.000000,25.230709,0.001368
655.285583,-342.119293,80.582268,18.413849,150.000000,25.450142,0.001337
655.285583,-362.591400,52.391220,18.098082,160.000000,24.896286,0.001315
655.285583,-375.514740,26.169760,17.326134,170.000000,23.585970,0.001265
655.285583,-386.313354,-0.000010,16.068241,180.000000,21.559002,0.001196
655.285583,-375.514771,-26.169729,17.326130,190.000000,23.585968,0.001265
655.285583,-362.591278,-52.391163,18.098083,200.000000,24.896286,0.001315
655.285583,-342.119293,-80.582222,18.413849,210.000000,25.450142,0.001337
655.285583,-315.124573,-112.544586,18.140982,220.000000,25.230711,0.001368
655.285583,-273.733154,-151.480331,17.354839,230.000000,24.244656,0.001389
655.285583,-218.681412,-191.946243,16.188873,240.000000,22.521940,0.001369
655.285583,-148.028381,-232.269516,14.713768,250.000000,20.114906,0.001285
655.285583,-71.610481,-265.865356,12.846521,260.000000,17.096691,0.001158
655.285583,-0.000090,-278.840607,10.878922,270.000000,13.559004,0.000862
655.285583,71.610573,-265.865387,12.846523,280.000000,17.096697,0.001158
655.285583,148.028427,-232.269516,14.713770,290.000000,20.114910,0.001285
655.285583,218.681503,-191.946213,16.188871,300.000000,22.521940,0.001369
655.285583,273.733185,-151.480255,17.354843,310.000000,24.244658,0.001389
655.285583,315.124603,-112.544579,18.140980,320.000000,25.230709,0.001368
655.285583,342.119293,-80.582199,18.413849,330.000000,25.450142,0.001337
655.285583,362.591431,-52.391144,18.098082,340.000000,24.896284,0.001315
655.285583,375.514862,-26.169708,17.326130,350.000000,23.585966,0.001265
627.981995,395.845947,0.000020,15.676168,0.000000,21.559002,0.001313
627.981995,384.073608,26.850372,16.929401,10.000000,23.585966,0.001376
627.981995,370.777435,53.380871,17.700348,20.000000,24.896286,0.001423
627.981995,348.959473,82.954475,18.014130,30.000000,25.450142,0.001445
627.981995,321.986664,114.322746,17.789345,40.000000,25.230709,0.001464
627.981995,279.738647,153.493362,17.046583,50.000000,24.244654,0.001478
627.981995,221.952332,195.945313,15.900726,60.000000,22.521938,0.001457
627.981995,150.309921,237.291870,14.427677,70.000000,20.114902,0.001380
627.981995,73.219536,271.847290,12.566313,80.000000,17.096689,0.001262
627.981995,-0.000003,286.396393,10.610993,90.000000,13.559000,0.000972
627.981995,-73.219513,271.847260,12.566314,100.000000,17.096689,0.001262
627.981995,-150.309937,237.291809,14.427677,110.000000,20.114902,0.001380
627.981995,-221.952332,195.945328,15.900726,120.000000,22.521938,0.001457
627.981995,-279.738617,153.493332,17.046583,130.000000,24.244654,0.001478
627.981995,-321.986664,114.322807,17.789343,140.000000,25.230709,0.001464
627.981995,-348.959564,82.954536,18.014128,150.000000,25.450142,0.001445
627.981995,-370.777374,53.380890,17.700350,160.000000,24.896286,0.001423
627.981995,-384.073700,26.850393,16.929401,170.000000,23.585970,0.001376
627.981995,-395.845978,-0.000012,15.676167,180.000000,21.559002,0.001313
627.981995,-384.073639,-26.850359,16.929401,190.000000,23.585968,0.001376
627.981995,-370.777374,-53.380901,17.700346,200.000000,24.896286,0.001423
627.981995,-348.959503,-82.954491,18.014130,210.000000,25.450142,0.001445
627.981995,-321.986694,-114.322754,17.789345,220.000000,25.230711,0.001464
627.981995,-279.738678,-153.493317,17.046583,230.000000,24.244656,0.001478
627.981995,-221.952408,-195.945297,15.900727,240.000000,22.521940,0.001457
627.981995,-150.309982,-237.291809,14.427679,250.000000,20.114906,0.001380
627.981995,-73.219574,-271.847198,12.566317,260.000000,17.096691,0.001262
627.981995,-0.000081,-286.396393,10.610995,270.000000,13.559004,0.000972
627.981995,73.219688,-271.847229,12.566319,280.000000,17.096697,0.001262
627.981995,150.310059,-237.291748,14.427683,290.000000,20.114910,0.001380
627.981995,221.952438,-195.945236,15.900727,300.000000,22.521940,0.001457
627.981995,279.738739,-153.493256,17.046587,310.000000,24.244658,0.001478
627.981995,321.986725,-114.322746,17.789345,320.000000,25.230709,0.001464
627.981995,348.959473,-82.954460,18.014130,330.000000,25.450142,0.001445
627.981995,370.777435,-53.380829,17.700346,340.000000,24.896284,0.001423
627.981995,384.073730,-26.850342,16.929398,350.000000,23.585966,0.001376
600.678467,405.511322,0.000024,15.253521,0.000000,21.559002,0.001447
600.678467,392.349274,27.545191,16.542711,10.000000,23.585966,0.001490
600.678467,378.635223,54.391357,17.311893,20.000000,24.896286,0.001533
600.678467,355.761108,84.513039,17.645044,30.000000,25.450142,0.001548
600.678467,328.410553,116.136505,17.444443,40.000000,25.230709,0.001562
600.678467,285.319122,155.475647,16.744335,50.000000,24.244654,0.001568
600.678467,224.937424,199.780746,15.620220,60.000000,22.521938,0.001546
600.678467,152.637009,242.034286,14.147126,70.000000,20.114902,0.001476
600.678467,74.859451,277.606171,12.293041,80.000000,17.096689,0.001368
600.678467,-0.000003,293.805023,10.350252,90.000000,13.559000,0.001085
600.678467,-74.859467,277.606049,12.293043,100.000000,17.096689,0.001368
600.678467,-152.637009,242.034195,14.147128,110.000000,20.114902,0.001476
600.678467,-224.937439,199.780777,15.620220,120.000000,22.521938,0.001546
600.678467,-285.319061,155.475616,16.744337,130.000000,24.244654,0.001568
600.678467,-328.410461,116.136543,17.444443,140.000000,25.230709,0.001562
600.678467,-355.761078,84.513084,17.645046,150.000000,25.450142,0.001548
600.678467,-378.635162,54.391388,17.311895,160.000000,24.896286,0.001533
600.678467,-392.349396,27.545214,16.542713,170.000000,23.585970,0.001490
600.678467,-405.511353,-0.000024,15.253520,180.000000,21.559002,0.001447
600.678467,-392.349365,-27.545187,16.542713,190.000000,23.585968,0.001490
600.678467,-378.635132,-54.391346,17.311895,200.000000,24.896286,0.001533
600.678467,-355.761017,-84.513031,17.645046,210.000000,25.450142,0.001548
600.678467,-328.410492,-116.136505,17.444445,220.000000,25.230711,0.001562
600.678467,-285.319183,-155.475571,16.744335,230.000000,24.244656,0.001568
600.678467,-224.937500,-199.780746,15.620222,240.000000,22.521940,0.001546
600.678467,-152.637039,-242.034225,14.147128,250.000000,20.114906,0.001476
600.678467,-74.859535,-277.606110,12.293043,260.000000,17.096691,0.001368
600.678467,-0.000086,-293.805023,10.350253,270.000000,13.559004,0.001085
600.678467,74.859619,-277.606049,12.293047,280.000000,17.096697,0.001368
600.678467,152.637131,-242.034134,14.147130,290.000000,20.114910,0.001476
600.678467,224.937561,-199.780685,15.620222,300.000000,22.521940,0.001546
600.678467,285.319183,-155.475540,16.744339,310.000000,24.244658,0.001568
600.678467,328.410553,-116.136467,17.444443,320.000000,25.230709,0.001562
600.678467,355.761078,-84.513023,17.645044,330.000000,25.450142,0.001548
600.678467,378.635162,-54.391338,17.311893,340.000000,24.896284,0.001533
